productCode,prodName,productTypeNo,productTypeName,productGroupName,garmentGroupNo,garmentGroupName,detailDesc
694966,Sagus Hood,252,Sweater,Garment Upper body,1005,Jersey Fancy,"Top in sweatshirt fabric with contrasting colour stripes down the sleeves and a lined drawstring hood with a wrapover front. Long raglan sleeves, a kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
694968,Sagus Jogger,272,Trousers,Garment Lower body,1005,Jersey Fancy,"Joggers in sweatshirt fabric with an elasticated drawstring waist, side pockets, a back pocket, contrasting colour stripes down the sides and ribbed hems. Soft brushed inside."
694995,ED Despacito,258,Blouse,Garment Upper body,1010,Blouses,"Blouse in an airy weave with a collar, buttons down the front, a yoke with decorative gathers at the back and long, wide sleeves with buttoned cuffs."
695033,Class Lama earring RT,70,Earring,Accessories,1019,Accessories,Large metal earrings.
695040,ROBYN Swimsuit,57,Swimsuit,Swimwear,1018,Swimwear,Fully lined swimsuit with an all-over print.
695069,Janet  n-shirt (W),293,Night gown,Nightwear,1017,"Under-, Nightwear","Nightshirt in a soft cotton weave with a collar, V-neck, long sleeves with small cuffs, and a rounded hem. Slightly longer at the back."
695071,Janet Sl-set (W),297,Pyjama set,Nightwear,1017,"Under-, Nightwear","Pyjamas in a cotton weave. V-neck shirt with a collar, gathered shoulder seams and long, cuffed sleeves. Shorts with an elasticated waist."
695089,LIAM KNIT,252,Sweater,Garment Upper body,1003,Knitwear,"Jumper in fine-knit cotton with a round neck, long sleeves, chest pocket and ribbing around the neckline, cuffs and hem."
695166,Cool Edith 2p headband,74,Hair/alice band,Accessories,1019,Accessories,Hairbands in an airy weave. Can be worn around the head or a ponytail.
695170,Alexia,275,Skirt,Garment Lower body,1012,Skirts,"Short, bell-shaped skirt in woven fabric with a high, elasticated waist, detachable tie belt and concealed pockets in the side seams. Unlined."
695178,SHANE HOOD,308,Hoodie,Garment Upper body,1005,Jersey Fancy,"Top in sweatshirt fabric with a jersey-lined hood, long sleeves and ribbing at the cuffs and hem. Soft brushed inside."
695195,MAGIC CREW TP,252,Sweater,Garment Upper body,1005,Jersey Fancy,"Long-sleeved top in soft sweatshirt fabric with a print motif, and ribbing around the neckline, cuffs and hem. Soft brushed inside."
695263,WM Dahlia RW wide full length,272,Trousers,Garment Lower body,1009,Trousers,"WILLIAM MORRIS & CO. x H&M. Trousers in a patterned Tencel™ lyocell and viscose blend with a high waist, zip fly, side pockets, fake welt back pockets and wide legs with creases."
695270,LUCAS JOGGER,272,Trousers,Garment Lower body,1005,Jersey Fancy,Joggers in lightweight sweatshirt fabric with an elasticated waist and legs with contrasting colour stripes down the sides and slits at the hems.
695292,Supreme Fancy OL,272,Trousers,Garment Lower body,1001,Unknown,Sports tights in fast-drying functional fabric with a waistband.
695318,Madison HW slim destroy,272,Trousers,Garment Lower body,1009,Trousers,"5-pocket jeans in washed stretch denim with hard-worn details, a high waist, zip fly and skinny legs."
695322,Lance striped shirt,259,Shirt,Garment Upper body,1011,Shirts,"Shirt in cotton twill with a button-down collar with concealed buttons, a classic front and yoke at the back. Long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Regular Fit – a classic fit with good room for movement and a gently tapered waist to create a comfortable, tailored silhouette."
695325,Moss,259,Shirt,Garment Upper body,1011,Shirts,"Shirt in an airy viscose weave with a turn-down collar and French front. Long sleeves with adjustable buttoning at the cuffs, a yoke at the back and a rounded hem. Slim fit with narrow shoulders and a tapered waist for a fitted silhouette."
695332,Straight Coolmax,272,Trousers,Garment Lower body,1016,Trousers Denim,"5-pocket, straight-leg jeans in washed, stretch denim made from COOLMAX® functional fabric, a unique, soft, comfortable and fast-drying polyester fibre that efficiently wicks moisture while regulating temperature."
695341,Preston carshoe,465,Flat shoes,Shoes,1020,Shoes,"Loafers with a decorative tab and moccasin seam at the front. Cotton canvas linings and insoles, and patterned soles. Height of soles 1 cm."
695420,Cardeo,87,Boots,Shoes,1020,Shoes,"Ankle boots in imitation leather with elastic gores in the sides. Fabric linings, imitation leather insoles and chunky thermoplastic rubber (TPR) soles. Platform front approx. 2 cm. Heel approx. 9 cm."
695449,Ellington fancy L/S,255,T-shirt,Garment Upper body,1005,Jersey Fancy,Top in soft jersey made from a modal and cotton blend with embroidery around the neckline and long sleeves with a small frill trim.
695457,Lillibeth jumper,255,T-shirt,Garment Upper body,1005,Jersey Fancy,Top in ribbed jersey with overlocked edges and long sleeves with a double flounce at the cuffs.
695542,Eden HW paperwaist,272,Trousers,Garment Lower body,1009,Trousers,"Trousers in woven fabric with a high, pleated paper bag waist, decorative buttons at the sides, zip fly and button and tapered legs with creases."
695544,Pluto slacks RW,272,Trousers,Garment Lower body,1009,Trousers,"Ankle-length cigarette trousers in stretch satin made from a cotton blend with a zip fly, concealed hook-and-eye fasteners and a regular waist with concealed elastication. Side pockets, fake welt back pockets and tapered legs with creases."
695545,Milk RW slacks,272,Trousers,Garment Lower body,1009,Trousers,"Cigarette trousers in stretch twill with an elasticated waist, fake fly, diagonal side pockets, a fake welt back pocket and ankle-length legs with creases."
695581,HERO MOLDED LOW SUPPORT BRA,306,Bra,Underwear,1005,Jersey Fancy,"Sports bra in fast-drying functional fabric with moulded, lightly padded cups that shape the bust. Narrow, adjustable shoulder straps that cross at the back and a wide elastic hem. Light support. Partly lined in mesh."
695584,Bono hip belt,67,Belt,Accessories,1019,Accessories,Belt in grained imitation leather with a metal buckle. Width approx. 2.5 cm.
695601,Clover RW 5-pkt,272,Trousers,Garment Lower body,1009,Trousers,"5-pocket trousers in stretch corduroy with a regular waist, zip fly and button, and slim, ankle-length legs."
695627,Cool Lion necklace,77,Necklace,Accessories,1019,Accessories,Multi-strand metal necklace with a round pendant and chains in various designs. Adjustable length 40-48 cm.
695632,Gyda blouse,258,Blouse,Garment Upper body,1010,Blouses,"Blouse in a soft weave with a narrow collar, concealed buttons down the front, long sleeves with buttoned cuffs and a rounded hem."
695723,TEQUILA CONSCIOUS ls,252,Sweater,Garment Upper body,1005,Jersey Fancy,Long-sleeved sports top in fast-drying functional fabric with a print motif on one sleeve and a gently rounded hem.
695737,Aurora snake hip belt,67,Belt,Accessories,1019,Accessories,Imitation leather belt with an embossed snakeskin pattern and covered metal buckle. Width approx. 2.5 cm.
695802,ALGOT tights 2pack,273,Leggings/Tights,Garment Lower body,1005,Jersey Fancy,"Trousers in soft, organic cotton jersey with wide foldover ribbing at the waist and full feet with elasticated heels."
695803,ALGOT 2-p cap,69,Cap/peaked,Accessories,1005,Jersey Fancy,Hats in soft organic cotton jersey with a sewn-in turn-up at the hem.
695853,CTH close wireless softbra bas,306,Bra,Underwear,1017,"Under-, Nightwear","Soft, non-wired bra in microfibre with a lightly padded front and shaped cups with ventilating mesh pockets for breast forms. Adjustable shoulder straps, padded for comfort and a wide fastening at the back with seven different positions for best fit."
695887,Shorts H.W Wide,274,Shorts,Garment Lower body,1016,Trousers Denim,"Shorts in soft, Tencel™ lyocell denim with a high waist that is elasticated at the back and has a tie detail at the front. Side pockets, fake welt back pockets and short, wide legs."
696084,Lagoon Sportstripe Sweater,252,Sweater,Garment Upper body,1003,Knitwear,"Boxy, rib-knit jumper with a turtle neck, dropped shoulders and long sleeves with contrasting colour stripes down the sides."
696125,Conor slim training jogger,272,Trousers,Garment Lower body,1005,Jersey Fancy,"Track pants in fast-drying functional fabric made from recycled polyester with covered elastication and a concealed drawstring at the waist, pockets in the side seams and cuffed hems."
696176,TORSTEN TROUSER TOP PRODUCT,272,Trousers,Garment Lower body,1005,Jersey Fancy,Joggers in sweatshirt fabric made from a cotton blend with an elasticated drawstring waist and ribbed hems. Soft brushed inside.
696178,JENS PIQUE TOP PRODUCT,257,Polo shirt,Garment Upper body,1005,Jersey Fancy,"Short-sleeved polo shirt in cotton piqué with a collar, button placket and small embroidery detail on the chest. Straight-cut hem with short slits in the sides. Slightly longer at the back."
696202,Grate Dane basic,252,Sweater,Garment Upper body,1003,Knitwear,"Jumper in a soft jacquard knit containing some alpaca wool with ribbing around the neckline, cuffs and hem."
696209,Ciara wide cropped HW,272,Trousers,Garment Lower body,1009,Trousers,"Ankle-length pull on-trousers in woven fabric. High waist with wide elastication and a small frill trim at the top, side pockets and straight, wide legs."
696234,Speed Cross necklace,77,Necklace,Accessories,1019,Accessories,"Thin metal necklaces, one with a pendant. Adjustable length 48-56 cm."
696390,Doxen sweater,252,Sweater,Garment Upper body,1003,Knitwear,"Jumper in a soft, fine knit containing some wool with long raglan sleeves and ribbing around the neckline, cuffs and hem."
696410,Andy SP Andes,306,Bra,Underwear,1017,"Under-, Nightwear","Super push-up bra in microfibre and lace with underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Narrow, adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes."
696430,Mustang price shorts TP,274,Shorts,Garment Lower body,1005,Jersey Fancy,"Shorts in soft sweatshirt fabric with a print motif. Wide, covered elastication and a drawstring at the waist, pockets in the side seams, a back pocket and raw-edge hems."
696435,EWE SWEATER,252,Sweater,Garment Upper body,1003,Knitwear,"Jumper in a soft fine knit containing some wool with long raglan sleeves and ribbing around the neckline, cuffs and hem."
696478,Elly L/S jumper,252,Sweater,Garment Upper body,1005,Jersey Fancy,Long sleeved jersey top with elastication and a frill at the cuffs.
696502,Hong Kong Clutch Glitter,66,Bag,Accessories,1019,Accessories,"Clutch bag in glittery imitation leather with a flap and concealed magnetic fastener. Narrow, detachable imitation leather and metal chain shoulder strap and one zipped inner compartment. Lined. Size approx. 4x15x27 cm."
696512,K ROME DRESS,265,Dress,Garment Full body,1001,Unknown,"Straight, knee-length dress in a soft knit with a ribbed turtle neck, low dropped shoulders, long sleeves with ribbed cuffs, and a detachable tie belt at the waist."
696520,J TOFFEE CNY,252,Sweater,Garment Upper body,1001,Unknown,Long-sleeved top in soft sweatshirt fabric made from a cotton blend with lace details and a flounce at the front that continue over the sleeves. Ribbing at the neckline and cuffs. Soft brushed inside.
696527,Taylor blouse,258,Blouse,Garment Upper body,1010,Blouses,"Wide blouse in an airy cotton weave with a V-neck, 3/4-length sleeves with ties at the cuffs, and a rounded hem. Longer at the back."
696533,Nemo braided belt,67,Belt,Accessories,1019,Accessories,"Narrow, braided belt in imitation leather with a metal buckle. Width 1.5 cm."
696542,Zidane blouse,258,Blouse,Garment Upper body,1010,Blouses,"Blouse in an airy weave with a collar, buttons down the front and short dolman sleeves. Yoke with gathers at the shoulders and back, and a rounded hem. Slightly longer at the back."
696545,Gabriel trackpant flare HW,272,Trousers,Garment Lower body,1005,Jersey Fancy,"High-waisted jersey crêpe trousers with contrasting colour side stripes, an elasticated waist and flared legs with sewn-in creases."
696594,ANGELICA S.9,258,Blouse,Garment Upper body,1010,Blouses,"Sleeveless blouse in an airy viscose weave with a collar, buttons down the front and a yoke with a pleat at the back."
696628,Alm Trench,262,Jacket,Garment Upper body,1007,Outdoor,"Double-breasted trenchcoat in woven fabric with a collar and detachable shoulder tabs. Pockets in the sides, a detachable belt at the waist and a single back vent. Lined."
696648,Adele Brace Skirt L/S,270,Garment Set,Garment Full body,1005,Jersey Fancy,Set with a dungaree dress in lightweight sweatshirt fabric and a long-sleeved top in cotton jersey. Dress with elastication at the waist and straps that cross at the back with adjustable fasteners. Top with a concealed press-stud on one shoulder.
696678,Samantha,252,Sweater,Garment Upper body,1002,Jersey Basic,"Top in lightweight sweatshirt fabric with long raglan sleeves and ribbing around the neckline, cuffs and hem."
696729,Megan sunglasses,81,Sunglasses,Accessories,1019,Accessories,"Sunglasses with plastic frames and UV-protective, tinted lenses."
696734,CONSTANCIA sunglasses,81,Sunglasses,Accessories,1019,Accessories,"Sunglasses with plastic frames and UV-protective, tinted lenses."
696736,SINDY sunglasses,81,Sunglasses,Accessories,1019,Accessories,"Round sunglasses with metal frames and UV-protective, tinted lenses."
696744,ALLY PINNAFORE,275,Skirt,Garment Lower body,1012,Skirts,"Short dungaree dress in soft cotton twill with buttons down the front, adjustable straps with metal fasteners and diagonal side pockets. Unlined."
696787,MINNI hoops pack,70,Earring,Accessories,1019,Accessories,Metal hoop earrings in various sizes. Diameter from approx. 0.8 cm to 1.5 cm.
696791,GIANT thin hoops,70,Earring,Accessories,1019,Accessories,Thin metal hoop earrings. Diameter 9.5 cm.
696795,SIRI SCARF,74,Hair/alice band,Accessories,1019,Accessories,"Scarf in an airy, patterned cotton weave that can also be tied as a hairband or around the neck. Size 60x60 cm."
696797,BIG THIN HOOPS,70,Earring,Accessories,1019,Accessories,Thin metal hoop earrings. Diameter 7.5 cm.
696820,V-NECK LS SLIM 3 PK,254,Top,Garment Upper body,1002,Jersey Basic,Tops in stretch jersey made from a cotton blend with a V-neck and long sleeves. Slim fit.
696821,Avon Tunic,258,Blouse,Garment Upper body,1010,Blouses,"Long-sleeved tunic in an airy weave with a round neckline, buttons down the front and a gathered yoke at the back. Detachable tie belt at the waist and buttoned cuffs."
696840,Gyda Blouse,258,Blouse,Garment Upper body,1010,Blouses,"Blouse in a soft weave with a narrow collar, concealed buttons down the front and a yoke with a pleat at the back. Long sleeves with buttoned cuffs, and a rounded hem."
696869,Aurora Fancy Sweater,252,Sweater,Garment Upper body,1005,Jersey Fancy,"Long-sleeved top in soft pile with ribbing around the neckline, cuffs and hem."
696890,BENJAMIN CORD SHIRT,259,Shirt,Garment Upper body,1001,Unknown,"Shirt in organic cotton corduroy with a button-down collar, classic front and open chest pocket. Long sleeves with adjustable buttoning at the cuffs, a yoke with a pleat and hanger at the back, and a rounded hem. Slightly longer at the back. Regular fit – a classic fit with good room for movement and a gently shaped waist to create a comfortable, tailored silhouette."
696896,Una Tee,255,T-shirt,Garment Upper body,1001,Unknown,"Wide-fitting sports top in fast-drying functional fabric with a print motif on the front, short cap sleeves and a rounded hem."
696911,EDC TUXAN DRESS,265,Dress,Garment Full body,1023,Special Offers,"Calf-length dress in jacquard-weave viscose with a V-neck, sewn-in wrapover at the front and seam at the waist. Long sleeves with wide cuffs and covered buttons. Unlined."
696931,Baltimore highshaft,87,Boots,Shoes,1020,Shoes,"Knee-high boots in imitation suede with a zip in one side and drawstring at the top. Satin linings, imitation leather insoles and rubber soles."
696943,Racine,87,Boots,Shoes,1020,Shoes,"Ankle boots in imitation suede with pointed toes, a zip in one side and covered heels. Satin linings, imitation leather insoles and rubber soles. Heel 10.5 cm."
696947,Liv tee,255,T-shirt,Garment Upper body,1005,Jersey Fancy,Top in slub-weave jersey with a reversible-sequin motif on the front (normal sequins in size 1½-3Y) and short sleeves with sewn-in turn-ups. Slightly longer at the back.
696991,TP Paddington Sweater,252,Sweater,Garment Upper body,1003,Knitwear,"Jumper in soft, fine-knit cotton with long sleeves and ribbing around the neckline, cuffs and hem."
697027,Manx,264,Blazer,Garment Upper body,1008,Dressed,"Collarless jacket in a stretch viscose weave with a gently tapered waist, single hook-and-eye fastening and welt front pockets. Lined."
697031,Tudor,263,Coat,Garment Upper body,1007,Outdoor,"Shorter-style, double-breasted trenchcoat in woven fabric with a collar, shoulder tabs and a loose yoke at the back. Side pockets, a detachable belt at the waist, an adjustable tab and buckle at the cuffs, and a single back vent. Lined."
697050,Coco,258,Blouse,Garment Upper body,1010,Blouses,"Sleeveless blouse in airy chiffon with a collar, buttons down the front, a yoke with a pleat at the back, and a rounded hem. Slightly longer at the back."
697054,Despacito,258,Blouse,Garment Upper body,1010,Blouses,"Blouse in woven fabric with a collar, buttons down the front, gathers at the shoulders, long sleeves with buttoned cuffs, and a rounded hem. Slightly longer at the back."
697058,Dottie,258,Blouse,Garment Upper body,1010,Blouses,"Blouse in an airy weave with a small stand-up collar, V-neck, button placket and chest pocket. Gathered yoke at the shoulders and back, long sleeves with buttoned cuffs, and a rounded hem. Slightly longer at the back."
697060,Yen,258,Blouse,Garment Upper body,1010,Blouses,Longer-style top in a viscose crêpe weave with a round neckline and an opening with a concealed button at the back of the neck. Short sleeves and a rounded hem.
697091,Vivaldi,274,Shorts,Garment Lower body,1025,Shorts,"Short shorts in a Tencel™ lyocell weave with a high waist with elastication at the back, a detachable tie belt and side pockets."
697096,Kibble shorts,274,Shorts,Garment Lower body,1005,Jersey Fancy,"Shorts in printed cotton jersey with an elasticated, frill-trimmed waist with a decorative bow, and side pockets."
697119,Tora,265,Dress,Garment Full body,1005,Jersey Fancy,"Short, fitted dress in soft, organic cotton jersey with short sleeves. Gathers in the sides for best fit over the tummy."
697167,Meredith Cargo Skinny R.W,272,Trousers,Garment Lower body,1009,Trousers,"Ankle-length trousers in washed, stretch cotton twill with a regular waist, zip fly and button, patch front pockets, fake back pockets with a flap, and skinny legs."
697177,Ella Slit PU TRS,272,Trousers,Garment Lower body,1009,Trousers,"Trousers in imitation leather with a zip fly and button, fake front pockets, real back pockets and slim legs with a decorative seam at the front and slit at the hems."
697201,Waif Wide leg trouser RW,272,Trousers,Garment Lower body,1009,Trousers,"Trousers in a patterned viscose weave with a regular, elasticated waist, side pockets and straight, wide legs."
697246,PE ARETHA LEATHER SKIRT,275,Skirt,Garment Lower body,1001,Unknown,Knee-length skirt in soft leather with a concealed zip down the front that ends in a slit. Discreet side pockets. Lined.
697302,Brienne parka,262,Jacket,Garment Upper body,1007,Outdoor,"Long parka in a cotton weave with a stand-up collar and jersey-lined hood with a drawstring. Zip and button band with press-studs down the front, flap side pockets with a press stud, and a drawstring at the waist. Tab with a press-stud at the cuffs and a gently rounded hem with a vent and drawstring at the back. Slightly longer at the back. Jersey lining."
697315,ED Anakin body,272,Trousers,Garment Lower body,1005,Jersey Fancy,"High-waisted, ankle-length trousers in stretch jersey with concealed elastication at the waist and slim legs."
697426,Carmenzita strapless D-F,306,Bra,Underwear,1017,"Under-, Nightwear","Balconette bra in microfibre and lace with underwired, padded cups that lift and shape the bust and provide extra-firm support. Detachable, adjustable shoulder straps and a hook-and-eye fastening at the back."
697489,Class Silva necklace RT,77,Necklace,Accessories,1019,Accessories,"Necklace of thin metal chains, two of which have a pendant. Adjustable length 42-50 cm."
697493,PE RUTH CASHMERE TOP,254,Top,Garment Upper body,1001,Unknown,"Fitted polo-neck jumper in airy, fine-knit wool containing some cashmere with long sleeves and raw edges at the cuffs and hem."
697495,PE ANNE WIDE DENIM 2,272,Trousers,Garment Lower body,1001,Unknown,"5-pocket jeans in washed denim with a regular waist, zip fly and button and wide legs."
697506,Cool Camille earring pk,70,Earring,Accessories,1019,Accessories,Metal earrings in various sizes and designs. One pair with plastic spheres and fabric tassels. Size from 0.3 cm to 9 cm.
697564,KELLY SHIRT S9,259,Shirt,Garment Upper body,1010,Blouses,"Shirt in airy cotton with a collar, buttons down the front, long sleeves with buttoned cuffs, and a rounded hem."
697686,Jolien straptank,253,Vest top,Garment Upper body,1010,Blouses,"Satin top with a V-neck, lace trim at the top and hem, and narrow, adjustable shoulder straps."
697780,ED Melrose shirt,259,Shirt,Garment Upper body,1010,Blouses,"Straight-cut shirt in an airy cotton weave with a collar, buttons down the front and an open chest pocket. Yoke with a pleat at the back, long sleeves with wide, buttoned cuffs, and a rounded hem. Slightly longer at the back."
697813,HAPPY TEE TP,255,T-shirt,Garment Upper body,1005,Jersey Fancy,"T-shirt in soft, printed cotton jersey with a ribbed neckline."
697980,Nicky,252,Sweater,Garment Upper body,1003,Knitwear,"Jumper in a soft, fine knit with ribbing around the neckline, cuffs and hem."
697981,Shaw,252,Sweater,Garment Upper body,1003,Knitwear,"Off-the-shoulder jumper in a soft knit with long sleeves and wide ribbing at the top, cuffs and hem."
697985,Josse,252,Sweater,Garment Upper body,1003,Knitwear,"Jumper in a fine knit containing some wool with a round, ribbed neckline decorated with faceted sparkly stones, and ribbing at the cuffs and hem."
697992,Raven,252,Sweater,Garment Upper body,1003,Knitwear,"Boxy-style jumper in a soft, textured knit with a deep V-neck, dropped shoulders, long sleeves and roll edges at the cuffs and hem."
698008,Ester Low  SG,94,Sneakers,Shoes,1020,Shoes,Trainers in cotton with an elastic gore and elasticated lacing at the front. Cotton linings and insoles and thermoplastic rubber (TPR) soles.
698177,SUZY HALF ZIP LOW LOW,254,Top,Garment Upper body,1005,Jersey Fancy,"Boxy top in soft sweatshirt fabric with a text print, ribbed stand-up collar and zip at the top. Long sleeves and ribbing at the cuffs and hem. Soft brushed inside."
698255,Venice Bandeau,298,Bikini top,Swimwear,1018,Swimwear,"Bikini top with a decorative tie detail at the front, lightly padded cups with removable inserts, side support and a silicone trim at the top. Detachable ties at the back of the neck and a fastening at the back."
698258,BONGO LS TVP,252,Sweater,Garment Upper body,1005,Jersey Fancy,"Short, off-the-shoulder top in crinkled jersey with smocking around the neckline and hem and long, wide sleeves with elastication at the cuffs."
698260,Venice Tie Brazilian,59,Swimwear bottom,Swimwear,1018,Swimwear,"Fully lined tie tanga Brazilian bikini bottoms with a mid waist, ties at the sides and a high cut at the back."
698270,ED Yen shell top,258,Blouse,Garment Upper body,1010,Blouses,"Short-sleeved blouse in a viscose crêpe weave with an opening and concealed button at the back of the neck, and a rounded hem."
698272,Kuela jumpsuit,272,Trousers,Garment Lower body,1005,Jersey Fancy,"Off-the-shoulder jumpsuit in jersey with short sleeves, a seam with narrow elastication at the waist and straight, wide legs."
698273,BOULEVARD TEE TVP,255,T-shirt,Garment Upper body,1005,Jersey Fancy,T-shirt in soft viscose jersey with a slight sheen. Print motif on the front and ribbing around the neckline.
698276,Epic Padded Swimsuit,57,Swimsuit,Swimwear,1018,Swimwear,"Fully lined swimsuit with a deep V-neck with ties at the front, and a square neckline at the back. Padded cups with removable inserts that shape the bust and provide good support. Flounces around the neckline front and back, and a seam at the waist."
698283,Timeless Low V Shape Brief,59,Swimwear bottom,Swimwear,1018,Swimwear,"Fully lined bikini bottoms with a low, V-shaped waist, narrow sides and a high cut at the back."
698286,Baby Lock Me Up Push Triangle,298,Bikini top,Swimwear,1018,Swimwear,"Triangle bikini top with frilled trims and moulded, padded cups for a larger bust and fuller cleavage. Ties at the back and back of the neck with round, flat pendants."
698293,Just for Life Top,298,Bikini top,Swimwear,1018,Swimwear,"Frilled bikini top with lined cups with removable inserts, narrow adjustable shoulder straps and a fastener at the back."
698296,London tee TVP,255,T-shirt,Garment Upper body,1005,Jersey Fancy,T-shirt in cotton jersey with a print motif on the front.
698302,HERBAL HOOD TVP,308,Hoodie,Garment Upper body,1005,Jersey Fancy,Long-sleeved top in sweatshirt fabric with a lined drawstring hood and ribbing at the cuffs and hem. Soft brushed inside.
698317,KAMIKAZE CF TVP,252,Sweater,Garment Upper body,1005,Jersey Fancy,"Shorter top in sweatshirt fabric with a stand-up collar, zip at the top, long sleeves and ribbing at the cuffs and hem. Soft brushed inside."
698324,TERRIER TEE TVP,255,T-shirt,Garment Upper body,1005,Jersey Fancy,"Round-necked T-shirt in soft, printed cotton jersey."
698328,ZEBRA CF TVP,252,Sweater,Garment Upper body,1005,Jersey Fancy,"Top in lightweight sweatshirt fabric with dropped shoulders, and ribbing around the neckline, cuffs and hem."
698387,&DENIM+ Skinny Shaping HW,272,Trousers,Garment Lower body,1016,Trousers Denim,"5-pocket jeans in washed, stretch denim with a high waist, zip fly and button and skinny legs. Shaping – denim with a stretch function that holds in and shapes the waist, thighs and bum while keeping the jeans in shape."
698452,Doris sunhat,76,Hat/brim,Accessories,1019,Accessories,Sun hat in woven fabric with ties under the chin. Lined. Width of brim 4.5 cm.
698459,Resort suncap,76,Hat/brim,Accessories,1019,Accessories,Cap in a cotton weave with a practical flap at the back to protect the ears and back of the neck.
698470,Elena sneaker,94,Sneakers,Shoes,1020,Shoes,Slip-on fabric trainers with a decorative knot detail at the front. Canvas linings and insoles and thermoplastic rubber (TPR) soles.
698523,Adina Woven Pull on TRS,272,Trousers,Garment Lower body,1009,Trousers,"Wide trousers in a crêpe weave with a high, elasticated waist."
698558,Ralf trouser,272,Trousers,Garment Lower body,1005,Jersey Fancy,"Joggers in soft sweatshirt fabric with an elasticated drawstring waist, fake fly with buttons, side pockets, a back pocket and sewn-in turn-ups at the hems."
698577,Honey jumpsuit,272,Trousers,Garment Lower body,1009,Trousers,"Off-the-shoulder jumpsuit in woven fabric with wrapover, draped bands of fabric with silicone trims at the top. Support panels at the front, a concealed zip at the back and elastication at the sides of the back. Seam at the waist and straight-cut legs that taper to the hem."
698601,Gun shirt,258,Blouse,Garment Upper body,1010,Blouses,"Long, V-neck tunic in striped cotton poplin with buttons down the front, dropped shoulders and long sleeves with buttoned cuffs. Yoke with a pleat at the back and a rounded hem with slits in the sides. Slightly longer at the back."
698718,Perrie Denim Shorts,274,Shorts,Garment Lower body,1025,Shorts,"5-pocket, high-waisted shorts in washed denim with hard-worn details, a button fly and sewn-in turn-ups at the hems."
698776,James Biker,262,Jacket,Garment Upper body,1007,Outdoor,Biker jacket in grained imitation leather with a zip down the front and notch lapels with decorative press-studs. Zipped pockets and a zip at the cuffs. Lined.
698840,SUSSI bib SHORTS,267,Jumpsuit/Playsuit,Garment Full body,1006,Woven/Jersey/Knitted mix Baby,"Dungaree shorts in a soft cotton weave with press studs at the sides and adjustable straps with a press-stud at the front. Fake front pockets, a real back pocket and sewn-in turn-ups at the hems."
698950,Roberto Jogger,272,Trousers,Garment Lower body,1002,Jersey Basic,"Joggers in jersey with a slight sheen. Elasticated drawstring waist, side pockets, a back pocket and tapered legs with ribbed hems. Brushed inside."
698954,Gina t-shirt dress,265,Dress,Garment Full body,1013,Dresses Ladies,"Short, straight-cut dress in airy, sequin-embroidered chiffon with a round neck with an opening and concealed button at the back, dropped shoulders and half-length sleeves. Jersey inner dress."
699072,Reign dress,265,Dress,Garment Full body,1005,Jersey Fancy,Sleeveless dress in jersey with a seam at the waist and flared skirt.
699073,Pickle jumpsuit,295,Pyjama jumpsuit/playsuit,Nightwear,1005,Jersey Fancy,"Sleeveless playsuit in soft viscose jersey with decorative crossover straps at the back, an elasticated seam at the waist, side pockets and short legs."
699074,Amazon long jumpsuit,295,Pyjama jumpsuit/playsuit,Nightwear,1005,Jersey Fancy,"Sleeveless jumpsuit in soft, patterned jersey made from a viscose blend with narrow, braided shoulder straps and a braided trim at the top. Double layer at the top, an elasticated seam at the waist and tapered legs with ribbed hems."
699075,Sweet and Bitter Top,298,Bikini top,Swimwear,1018,Swimwear,"Fully lined bikini top with removable inserts, a knot at the front and a fastener at the back."
699077,Sweet & Bitter Mid Tie Brief,59,Swimwear bottom,Swimwear,1018,Swimwear,Fully lined bikini bottoms with a mid waist and ties at the sides.
699080,Lazer Razer Padded Wire,298,Bikini top,Swimwear,1018,Swimwear,"Fully lined bikini top with laser-cut edges and underwired, padded cups that shape the bust and provide good support. Adjustable shoulder straps and a hook-and-eye fastening at the back."
699081,Lazer Razer High Rise Hipster,59,Swimwear bottom,Swimwear,1018,Swimwear,"Fully lined bikini bottoms with a high waist, medium coverage at the back and laser-cut, scalloped edges."
699082,Milkshake Balconette,298,Bikini top,Swimwear,1018,Swimwear,"Lined balconette bikini top with underwired, lightly padded cups, side support and decorative gathers at the front. Detachable, adjustable shoulder straps and ties at the back."
699142,BASHA SUEDE,262,Jacket,Garment Upper body,1007,Outdoor,"Biker jacket in imitation suede with a diagonal zip down the front and notch lapels with decorative buttons. Quilted sections at the sides and cuffs, and zipped side pockets. Lined."
699178,Winona,245,Cardigan,Garment Upper body,1003,Knitwear,"Long, fine-knit cardigan in a soft viscose blend with long sleeves and ribbed cuffs. No buttons."
699274,PE MALVA DRESS 3,265,Dress,Garment Full body,1001,Unknown,"Short dress in velvet made from a silk blend with a round neckline and an opening with a concealed button at the back of the neck. Padded shoulders, long sleeves and wide satin cuffs with a slit and button. Lined."
699293,PQ/PU Feminin Crossbag,66,Bag,Accessories,1019,Accessories,"Shoulder bag in sturdy imitation leather with a suede flap, metal fastener and adjustable metal chain shoulder strap. One large outer compartment at the front and one inner compartment. Fabric lining. Size 4.5x16.5x22 cm."
